Chromosome	Start	Ratio	MedianRatio	CopyNumber	BAF	estimatedBAF	Genotype	UncertaintyOfGT
13	62300001	-1	-1	2	-1	2	-	-1
13	62350001	-1	-1	2	-1	2	-	-1
13	62400001	-1	-1	2	-1	2	-	-1
13	62450001	-1	-1	2	-1	2	-	-1
13	62500001	-1	-1	2	-1	2	-	-1
13	62550001	-1	-1	2	-1	2	-	-1
13	62600001	-1	-1	2	-1	2	-	-1
13	62650001	-1	-1	2	-1	2	-	-1
13	62700001	-1	-1	2	-1	2	-	-1
13	62750001	-1	-1	2	-1	2	-	-1
13	62800001	-1	-1	2	-1	2	-	-1
13	62850001	-1	-1	2	-1	2	-	-1
13	62900001	-1	-1	2	-1	2	-	-1
13	62950001	-1	-1	2	-1	2	-	-1
13	63000001	-1	-1	2	-1	2	-	-1
13	63050001	-1	-1	2	-1	2	-	-1
13	63100001	-1	-1	2	-1	2	-	-1
13	63150001	-1	-1	2	-1	2	-	-1
13	63200001	-1	-1	2	-1	2	-	-1
13	63250001	-1	-1	2	-1	2	-	-1
13	63300001	-1	-1	2	-1	2	-	-1
13	63350001	-1	-1	2	-1	2	-	-1
13	63400001	-1	-1	2	-1	2	-	-1
13	63450001	-1	-1	2	-1	2	-	-1
13	63500001	-1	-1	2	-1	2	-	-1
13	63550001	-1	-1	2	-1	2	-	-1
13	63600001	-1	-1	2	-1	2	-	-1
13	63650001	-1	-1	2	-1	2	-	-1
13	63700001	-1	-1	2	-1	2	-	-1
13	63750001	-1	-1	2	-1	2	-	-1
13	63800001	-1	-1	2	-1	2	-	-1
13	63850001	-1	-1	2	-1	2	-	-1
13	63900001	-1	-1	2	-1	2	-	-1
13	63950001	-1	-1	2	-1	2	-	-1
13	64000001	-1	-1	2	-1	2	-	-1
13	64050001	-1	-1	2	-1	2	-	-1
13	64100001	-1	-1	2	-1	2	-	-1
13	64150001	-1	-1	2	-1	2	-	-1
13	64200001	-1	-1	2	-1	2	-	-1
13	64250001	-1	-1	2	-1	2	-	-1
13	64300001	-1	-1	2	-1	2	-	-1
13	64350001	-1	-1	2	-1	2	-	-1
13	64400001	-1	-1	2	-1	2	-	-1
13	64450001	-1	-1	2	-1	2	-	-1
13	64500001	-1	-1	2	-1	2	-	-1
13	64550001	-1	-1	2	-1	2	-	-1
13	64600001	-1	-1	2	-1	2	-	-1
13	64650001	-1	-1	2	-1	2	-	-1
13	64700001	-1	-1	2	-1	2	-	-1
13	64750001	-1	-1	2	-1	2	-	-1
13	64800001	-1	-1	2	-1	2	-	-1
13	64850001	-1	-1	2	-1	2	-	-1
13	64900001	-1	-1	2	-1	2	-	-1
13	64950001	-1	-1	2	-1	2	-	-1
13	65000001	-1	-1	2	-1	2	-	-1
13	65050001	-1	-1	2	-1	2	-	-1
13	65100001	-1	-1	2	-1	2	-	-1
13	65150001	-1	-1	2	-1	2	-	-1
13	65200001	-1	-1	2	-1	2	-	-1
13	65250001	-1	-1	2	-1	2	-	-1
13	65300001	-1	-1	2	-1	2	-	-1
13	65350001	-1	-1	2	-1	2	-	-1
13	65400001	-1	-1	2	-1	2	-	-1
13	65450001	-1	-1	2	-1	2	-	-1
13	65500001	-1	-1	2	-1	2	-	-1
13	65550001	-1	-1	2	-1	2	-	-1
13	65600001	-1	-1	2	-1	2	-	-1
13	65650001	-1	-1	2	-1	2	-	-1
13	65700001	-1	-1	2	-1	2	-	-1
13	65750001	-1	-1	2	-1	2	-	-1
13	65800001	-1	-1	2	-1	2	-	-1
13	65850001	-1	-1	2	-1	2	-	-1
13	65900001	-1	-1	2	-1	2	-	-1
13	65950001	-1	-1	2	-1	2	-	-1
13	66000001	-1	-1	2	-1	2	-	-1
13	66050001	-1	-1	2	-1	2	-	-1
13	66100001	-1	-1	2	-1	2	-	-1
13	66150001	-1	-1	2	-1	2	-	-1
13	66200001	-1	-1	2	-1	2	-	-1
13	66250001	-1	-1	2	-1	2	-	-1
13	66300001	-1	-1	2	-1	2	-	-1
13	66350001	-1	-1	2	-1	2	-	-1
13	66400001	-1	-1	2	-1	2	-	-1
13	66450001	-1	-1	2	-1	2	-	-1
13	66500001	-1	-1	2	-1	2	-	-1
13	66550001	-1	-1	2	-1	2	-	-1
13	66600001	-1	-1	2	-1	2	-	-1
13	66650001	-1	-1	2	-1	2	-	-1
13	66700001	-1	-1	2	-1	2	-	-1
13	66750001	-1	-1	2	-1	2	-	-1
13	66800001	-1	-1	2	-1	2	-	-1
13	66850001	-1	-1	2	-1	2	-	-1
13	66900001	-1	-1	2	-1	2	-	-1
13	66950001	-1	-1	2	-1	2	-	-1
13	67000001	-1	-1	2	-1	2	-	-1
13	67050001	-1	-1	2	-1	2	-	-1
13	67100001	-1	-1	2	-1	2	-	-1
13	67150001	-1	-1	2	-1	2	-	-1
13	67200001	-1	-1	2	-1	2	-	-1
13	67250001	-1	-1	2	-1	2	-	-1
13	67300001	-1	-1	2	-1	2	-	-1
13	67350001	-1	-1	2	-1	2	-	-1
13	67400001	-1	-1	2	-1	2	-	-1
13	67450001	-1	-1	2	-1	2	-	-1
13	67500001	-1	-1	2	-1	2	-	-1
13	67550001	-1	-1	2	-1	2	-	-1
13	67600001	-1	-1	2	-1	2	-	-1
13	67650001	-1	-1	2	-1	2	-	-1
13	67700001	-1	-1	2	-1	2	-	-1
13	67750001	-1	-1	2	-1	2	-	-1
13	67800001	-1	-1	2	-1	2	-	-1
13	67850001	-1	-1	2	-1	2	-	-1
13	67900001	-1	-1	2	-1	2	-	-1
13	67950001	-1	-1	2	-1	2	-	-1
13	68000001	-1	-1	2	-1	2	-	-1
13	68050001	-1	-1	2	-1	2	-	-1
13	68100001	-1	-1	2	-1	2	-	-1
13	68150001	-1	-1	2	-1	2	-	-1
13	68200001	-1	-1	2	-1	2	-	-1
13	68250001	-1	-1	2	-1	2	-	-1
13	68300001	-1	-1	2	-1	2	-	-1
13	68350001	-1	-1	2	-1	2	-	-1
13	68400001	-1	-1	2	-1	2	-	-1
13	68450001	-1	-1	2	-1	2	-	-1
13	68500001	-1	-1	2	-1	2	-	-1
13	68550001	-1	-1	2	-1	2	-	-1
13	68600001	-1	-1	2	-1	2	-	-1
13	68650001	-1	-1	2	-1	2	-	-1
13	68700001	-1	-1	2	-1	2	-	-1
13	68750001	-1	-1	2	-1	2	-	-1
13	68800001	-1	-1	2	-1	2	-	-1
13	68850001	-1	-1	2	-1	2	-	-1
13	68900001	-1	-1	2	-1	2	-	-1
13	68950001	-1	-1	2	-1	2	-	-1
13	69000001	-1	-1	2	-1	2	-	-1
13	69050001	-1	-1	2	-1	2	-	-1
13	69100001	-1	-1	2	-1	2	-	-1
13	69150001	-1	-1	2	-1	2	-	-1
13	69200001	-1	-1	2	-1	2	-	-1
13	69250001	-1	-1	2	-1	2	-	-1
13	69300001	-1	-1	2	-1	2	-	-1
13	69350001	-1	-1	2	-1	2	-	-1
13	69400001	-1	-1	2	-1	2	-	-1
13	69450001	-1	-1	2	-1	2	-	-1
13	69500001	-1	-1	2	-1	2	-	-1
13	69550001	-1	-1	2	-1	2	-	-1
13	69600001	-1	-1	2	-1	2	-	-1
13	69650001	-1	-1	2	-1	2	-	-1
13	69700001	-1	-1	2	-1	2	-	-1
13	69750001	-1	-1	2	-1	2	-	-1
13	69800001	-1	-1	2	-1	2	-	-1
13	69850001	-1	-1	2	-1	2	-	-1
13	69900001	-1	-1	2	-1	2	-	-1
13	69950001	-1	-1	2	-1	2	-	-1
13	70000001	-1	-1	2	-1	2	-	-1
13	70050001	-1	-1	2	-1	2	-	-1
13	70100001	-1	-1	2	-1	2	-	-1
13	70150001	-1	-1	2	-1	2	-	-1
13	70200001	-1	-1	2	-1	2	-	-1
13	70250001	-1	-1	2	-1	2	-	-1
13	70300001	-1	-1	2	-1	2	-	-1
13	70350001	-1	-1	2	-1	2	-	-1
13	70400001	-1	-1	2	-1	2	-	-1
13	70450001	-1	-1	2	-1	2	-	-1
13	70500001	-1	-1	2	-1	2	-	-1
13	70550001	-1	-1	2	-1	2	-	-1
13	70600001	-1	-1	2	-1	2	-	-1
13	70650001	-1	-1	2	-1	2	-	-1
13	70700001	-1	-1	2	-1	2	-	-1
13	70750001	-1	-1	2	-1	2	-	-1
13	70800001	-1	-1	2	-1	2	-	-1
13	70850001	-1	-1	2	-1	2	-	-1
13	70900001	-1	-1	2	-1	2	-	-1
13	70950001	-1	-1	2	-1	2	-	-1
13	71000001	-1	-1	2	-1	2	-	-1
13	71050001	-1	-1	2	-1	2	-	-1
13	71100001	-1	-1	2	-1	2	-	-1
13	71150001	-1	-1	2	-1	2	-	-1
13	71200001	-1	-1	2	-1	2	-	-1
13	71250001	-1	-1	2	-1	2	-	-1
13	71300001	-1	-1	2	-1	2	-	-1
13	71350001	-1	-1	2	-1	2	-	-1
13	71400001	-1	-1	2	-1	2	-	-1
13	71450001	-1	-1	2	-1	2	-	-1
13	71500001	-1	-1	2	-1	2	-	-1
13	71550001	-1	-1	2	-1	2	-	-1
13	71600001	-1	-1	2	-1	2	-	-1
13	71650001	-1	-1	2	-1	2	-	-1
13	71700001	-1	-1	2	-1	2	-	-1
13	71750001	-1	-1	2	-1	2	-	-1
13	71800001	-1	-1	2	-1	2	-	-1
13	71850001	-1	-1	2	-1	2	-	-1
13	71900001	-1	-1	2	-1	2	-	-1
13	71950001	-1	-1	2	-1	2	-	-1
13	72000001	-1	-1	2	-1	2	-	-1
13	72050001	-1	-1	2	-1	2	-	-1
13	72100001	-1	-1	2	-1	2	-	-1
13	72150001	-1	-1	2	-1	2	-	-1
13	72200001	-1	-1	2	-1	2	-	-1
13	72250001	-1	-1	2	-1	2	-	-1
13	72300001	-1	-1	2	-1	2	-	-1
13	72350001	-1	-1	2	-1	2	-	-1
13	72400001	-1	-1	2	-1	2	-	-1
13	72450001	-1	-1	2	-1	2	-	-1
13	72500001	-1	-1	2	-1	2	-	-1
13	72550001	-1	-1	2	-1	2	-	-1
13	72600001	-1	-1	2	-1	2	-	-1
13	72650001	-1	-1	2	-1	2	-	-1
13	72700001	-1	-1	2	-1	2	-	-1
13	72750001	-1	-1	2	-1	2	-	-1
13	72800001	-1	-1	2	-1	2	-	-1
13	72850001	-1	-1	2	-1	2	-	-1
13	72900001	-1	-1	2	-1	2	-	-1
13	72950001	-1	-1	2	-1	2	-	-1
13	73000001	-1	-1	2	-1	2	-	-1
13	73050001	-1	-1	2	-1	2	-	-1
13	73100001	-1	-1	2	-1	2	-	-1
13	73150001	-1	-1	2	-1	2	-	-1
13	73200001	-1	-1	2	-1	2	-	-1
13	73250001	-1	-1	2	-1	2	-	-1
13	73300001	-1	-1	2	-1	2	-	-1
13	73350001	-1	-1	2	-1	2	-	-1
13	73400001	-1	-1	2	-1	2	-	-1
13	73450001	-1	-1	2	-1	2	-	-1
13	73500001	-1	-1	2	-1	2	-	-1
13	73550001	-1	-1	2	-1	2	-	-1
13	73600001	-1	-1	2	-1	2	-	-1
13	73650001	-1	-1	2	-1	2	-	-1
13	73700001	-1	-1	2	-1	2	-	-1
13	73750001	-1	-1	2	-1	2	-	-1
13	73800001	-1	-1	2	-1	2	-	-1
13	73850001	-1	-1	2	-1	2	-	-1
13	73900001	-1	-1	2	-1	2	-	-1
13	73950001	-1	-1	2	-1	2	-	-1
13	74000001	-1	-1	2	-1	2	-	-1
13	74050001	-1	-1	2	-1	2	-	-1
13	74100001	-1	-1	2	-1	2	-	-1
13	74150001	-1	-1	2	-1	2	-	-1
13	74200001	-1	-1	2	-1	2	-	-1
13	74250001	-1	-1	2	-1	2	-	-1
13	74300001	-1	-1	2	-1	2	-	-1
13	74350001	-1	-1	2	-1	2	-	-1
13	74400001	-1	-1	2	-1	2	-	-1
13	74450001	-1	-1	2	-1	2	-	-1
13	74500001	-1	-1	2	-1	2	-	-1
13	74550001	-1	-1	2	-1	2	-	-1
13	74600001	-1	-1	2	-1	2	-	-1
13	74650001	-1	-1	2	-1	2	-	-1
13	74700001	-1	-1	2	-1	2	-	-1
13	74750001	-1	-1	2	-1	2	-	-1
13	74800001	-1	-1	2	-1	2	-	-1
13	74850001	-1	-1	2	-1	2	-	-1
13	74900001	-1	-1	2	-1	2	-	-1
13	74950001	-1	-1	2	-1	2	-	-1
13	75000001	-1	-1	2	-1	2	-	-1
13	75050001	-1	-1	2	-1	2	-	-1
13	75100001	-1	-1	2	-1	2	-	-1
13	75150001	-1	-1	2	-1	2	-	-1
13	75200001	-1	-1	2	-1	2	-	-1
13	75250001	-1	-1	2	-1	2	-	-1
13	75300001	-1	-1	2	-1	2	-	-1
13	75350001	-1	-1	2	-1	2	-	-1
13	75400001	-1	-1	2	-1	2	-	-1
13	75450001	-1	-1	2	-1	2	-	-1
13	75500001	-1	-1	2	-1	2	-	-1
13	75550001	-1	-1	2	-1	2	-	-1
13	75600001	-1	-1	2	-1	2	-	-1
13	75650001	-1	-1	2	-1	2	-	-1
13	75700001	-1	-1	2	-1	2	-	-1
13	75750001	-1	-1	2	-1	2	-	-1
13	75800001	-1	-1	2	-1	2	-	-1
13	75850001	-1	-1	2	-1	2	-	-1
13	75900001	-1	-1	2	-1	2	-	-1
13	75950001	-1	-1	2	-1	2	-	-1
13	76000001	-1	-1	2	-1	2	-	-1
13	76050001	-1	-1	2	-1	2	-	-1
13	76100001	-1	-1	2	-1	2	-	-1
13	76150001	-1	-1	2	-1	2	-	-1
13	76200001	-1	-1	2	-1	2	-	-1
13	76250001	-1	-1	2	-1	2	-	-1
13	76300001	-1	-1	2	-1	2	-	-1
13	76350001	-1	-1	2	-1	2	-	-1
13	76400001	-1	-1	2	-1	2	-	-1
13	76450001	-1	-1	2	-1	2	-	-1
13	76500001	-1	-1	2	-1	2	-	-1
13	76550001	-1	-1	2	-1	2	-	-1
13	76600001	-1	-1	2	-1	2	-	-1
13	76650001	-1	-1	2	-1	2	-	-1
13	76700001	-1	-1	2	-1	2	-	-1
13	76750001	-1	-1	2	-1	2	-	-1
13	76800001	-1	-1	2	-1	2	-	-1
13	76850001	-1	-1	2	-1	2	-	-1
13	76900001	-1	-1	2	-1	2	-	-1
13	76950001	-1	-1	2	-1	2	-	-1
13	77000001	-1	-1	2	-1	2	-	-1
13	77050001	-1	-1	2	-1	2	-	-1
13	77100001	-1	-1	2	-1	2	-	-1
13	77150001	-1	-1	2	-1	2	-	-1
13	77200001	-1	-1	2	-1	2	-	-1
13	77250001	-1	-1	2	-1	2	-	-1
13	77300001	-1	-1	2	-1	2	-	-1
13	77350001	-1	-1	2	-1	2	-	-1
13	77400001	-1	-1	2	-1	2	-	-1
13	77450001	-1	-1	2	-1	2	-	-1
13	77500001	-1	-1	2	-1	2	-	-1
13	77550001	-1	-1	2	-1	2	-	-1
13	77600001	-1	-1	2	-1	2	-	-1
13	77650001	-1	-1	2	-1	2	-	-1
13	77700001	-1	-1	2	-1	2	-	-1
13	77750001	-1	-1	2	-1	2	-	-1
13	77800001	-1	-1	2	-1	2	-	-1
13	77850001	-1	-1	2	-1	2	-	-1
13	77900001	-1	-1	2	-1	2	-	-1
13	77950001	-1	-1	2	-1	2	-	-1
13	78000001	-1	-1	2	-1	2	-	-1
13	78050001	-1	-1	2	-1	2	-	-1
13	78100001	-1	-1	2	-1	2	-	-1
13	78150001	-1	-1	2	-1	2	-	-1
13	78200001	-1	-1	2	-1	2	-	-1
13	78250001	-1	-1	2	-1	2	-	-1
13	78300001	-1	-1	2	-1	2	-	-1
13	78350001	-1	-1	2	-1	2	-	-1
13	78400001	-1	-1	2	-1	2	-	-1
13	78450001	-1	-1	2	-1	2	-	-1
13	78500001	-1	-1	2	-1	2	-	-1
13	78550001	-1	-1	2	-1	2	-	-1
13	78600001	-1	-1	2	-1	2	-	-1
13	78650001	-1	-1	2	-1	2	-	-1
13	78700001	-1	-1	2	-1	2	-	-1
13	78750001	-1	-1	2	-1	2	-	-1
13	78800001	-1	-1	2	-1	2	-	-1
13	78850001	-1	-1	2	-1	2	-	-1
13	78900001	-1	-1	2	-1	2	-	-1
13	78950001	-1	-1	2	-1	2	-	-1
13	79000001	-1	-1	2	-1	2	-	-1
13	79050001	-1	-1	2	-1	2	-	-1
13	79100001	-1	-1	2	-1	2	-	-1
13	79150001	-1	-1	2	-1	2	-	-1
13	79200001	-1	-1	2	-1	2	-	-1
13	79250001	-1	-1	2	-1	2	-	-1
13	79300001	-1	-1	2	-1	2	-	-1
13	79350001	-1	-1	2	-1	2	-	-1
13	79400001	-1	-1	2	-1	2	-	-1
13	79450001	-1	-1	2	-1	2	-	-1
13	79500001	-1	-1	2	-1	2	-	-1
13	79550001	-1	-1	2	-1	2	-	-1
13	79600001	-1	-1	2	-1	2	-	-1
13	79650001	-1	-1	2	-1	2	-	-1
13	79700001	-1	-1	2	-1	2	-	-1
13	79750001	-1	-1	2	-1	2	-	-1
13	79800001	-1	-1	2	-1	2	-	-1
13	79850001	-1	-1	2	-1	2	-	-1
13	79900001	-1	-1	2	-1	2	-	-1
13	79950001	-1	-1	2	-1	2	-	-1
13	80000001	-1	-1	2	-1	2	-	-1
13	80050001	-1	-1	2	-1	2	-	-1
13	80100001	-1	-1	2	-1	2	-	-1
13	80150001	-1	-1	2	-1	2	-	-1
13	80200001	-1	-1	2	-1	2	-	-1
13	80250001	-1	-1	2	-1	2	-	-1
13	80300001	-1	-1	2	-1	2	-	-1
13	80350001	-1	-1	2	-1	2	-	-1
13	80400001	-1	-1	2	-1	2	-	-1
13	80450001	-1	-1	2	-1	2	-	-1
13	80500001	-1	-1	2	-1	2	-	-1
13	80550001	-1	-1	2	-1	2	-	-1
13	80600001	-1	-1	2	-1	2	-	-1
13	80650001	-1	-1	2	-1	2	-	-1
13	80700001	-1	-1	2	-1	2	-	-1
13	80750001	-1	-1	2	-1	2	-	-1
13	80800001	-1	-1	2	-1	2	-	-1
13	80850001	-1	-1	2	-1	2	-	-1
13	80900001	-1	-1	2	-1	2	-	-1
13	80950001	-1	-1	2	-1	2	-	-1
13	81000001	-1	-1	2	-1	2	-	-1
13	81050001	-1	-1	2	-1	2	-	-1
13	81100001	-1	-1	2	-1	2	-	-1
13	81150001	-1	-1	2	-1	2	-	-1
13	81200001	-1	-1	2	-1	2	-	-1
13	81250001	-1	-1	2	-1	2	-	-1
13	81300001	-1	-1	2	-1	2	-	-1
13	81350001	-1	-1	2	-1	2	-	-1
13	81400001	-1	-1	2	-1	2	-	-1
13	81450001	-1	-1	2	-1	2	-	-1
13	81500001	-1	-1	2	-1	2	-	-1
13	81550001	-1	-1	2	-1	2	-	-1
13	81600001	-1	-1	2	-1	2	-	-1
13	81650001	-1	-1	2	-1	2	-	-1
13	81700001	-1	-1	2	-1	2	-	-1
13	81750001	-1	-1	2	-1	2	-	-1
13	81800001	-1	-1	2	-1	2	-	-1
13	81850001	-1	-1	2	-1	2	-	-1
13	81900001	-1	-1	2	-1	2	-	-1
13	81950001	-1	-1	2	-1	2	-	-1
13	82000001	-1	-1	2	-1	2	-	-1
13	82050001	-1	-1	2	-1	2	-	-1
13	82100001	-1	-1	2	-1	2	-	-1
13	82150001	-1	-1	2	-1	2	-	-1
13	82200001	-1	-1	2	-1	2	-	-1
13	82250001	-1	-1	2	-1	2	-	-1
13	82300001	-1	-1	2	-1	2	-	-1
13	82350001	-1	-1	2	-1	2	-	-1
13	82400001	-1	-1	2	-1	2	-	-1
13	82450001	-1	-1	2	-1	2	-	-1
13	82500001	-1	-1	2	-1	2	-	-1
13	82550001	-1	-1	2	-1	2	-	-1
13	82600001	-1	-1	2	-1	2	-	-1
13	82650001	-1	-1	2	-1	2	-	-1
13	82700001	-1	-1	2	-1	2	-	-1
13	82750001	-1	-1	2	-1	2	-	-1
13	82800001	-1	-1	2	-1	2	-	-1
13	82850001	-1	-1	2	-1	2	-	-1
13	82900001	-1	-1	2	-1	2	-	-1
13	82950001	-1	-1	2	-1	2	-	-1
13	83000001	-1	-1	2	-1	2	-	-1
13	83050001	-1	-1	2	-1	2	-	-1
13	83100001	-1	-1	2	-1	2	-	-1
13	83150001	-1	-1	2	-1	2	-	-1
13	83200001	-1	-1	2	-1	2	-	-1
13	83250001	-1	-1	2	-1	2	-	-1
13	83300001	-1	-1	2	-1	2	-	-1
13	83350001	-1	-1	2	-1	2	-	-1
13	83400001	-1	-1	2	-1	2	-	-1
13	83450001	-1	-1	2	-1	2	-	-1
13	83500001	-1	-1	2	-1	2	-	-1
13	83550001	-1	-1	2	-1	2	-	-1
13	83600001	-1	-1	2	-1	2	-	-1
13	83650001	-1	-1	2	-1	2	-	-1
13	83700001	-1	-1	2	-1	2	-	-1
13	83750001	-1	-1	2	-1	2	-	-1
13	83800001	-1	-1	2	-1	2	-	-1
13	83850001	-1	-1	2	-1	2	-	-1
13	83900001	-1	-1	2	-1	2	-	-1
13	83950001	-1	-1	2	-1	2	-	-1
13	84000001	-1	-1	2	-1	2	-	-1
13	84050001	-1	-1	2	-1	2	-	-1
13	84100001	-1	-1	2	-1	2	-	-1
13	84150001	-1	-1	2	-1	2	-	-1
13	84200001	-1	-1	2	-1	2	-	-1
13	84250001	-1	-1	2	-1	2	-	-1
13	84300001	-1	-1	2	-1	2	-	-1
13	84350001	-1	-1	2	-1	2	-	-1
13	84400001	-1	-1	2	-1	2	-	-1
13	84450001	-1	-1	2	-1	2	-	-1
13	84500001	-1	-1	2	-1	2	-	-1
13	84550001	-1	-1	2	-1	2	-	-1
13	84600001	-1	-1	2	-1	2	-	-1
13	84650001	-1	-1	2	-1	2	-	-1
13	84700001	-1	-1	2	-1	2	-	-1
13	84750001	-1	-1	2	-1	2	-	-1
13	84800001	-1	-1	2	-1	2	-	-1
13	84850001	-1	-1	2	-1	2	-	-1
13	84900001	-1	-1	2	-1	2	-	-1
13	84950001	-1	-1	2	-1	2	-	-1
13	85000001	-1	-1	2	-1	2	-	-1
13	85050001	-1	-1	2	-1	2	-	-1
13	85100001	-1	-1	2	-1	2	-	-1
13	85150001	-1	-1	2	-1	2	-	-1
13	85200001	-1	-1	2	-1	2	-	-1
13	85250001	-1	-1	2	-1	2	-	-1
13	85300001	-1	-1	2	-1	2	-	-1
13	85350001	-1	-1	2	-1	2	-	-1
13	85400001	-1	-1	2	-1	2	-	-1
13	85450001	-1	-1	2	-1	2	-	-1
13	85500001	-1	-1	2	-1	2	-	-1
13	85550001	-1	-1	2	-1	2	-	-1
13	85600001	-1	-1	2	-1	2	-	-1
13	85650001	-1	-1	2	-1	2	-	-1
13	85700001	-1	-1	2	-1	2	-	-1
13	85750001	-1	-1	2	-1	2	-	-1
13	85800001	-1	-1	2	-1	2	-	-1
13	85850001	-1	-1	2	-1	2	-	-1
13	85900001	-1	-1	2	-1	2	-	-1
13	85950001	-1	-1	2	-1	2	-	-1
13	86000001	-1	-1	2	-1	2	-	-1
13	86050001	-1	-1	2	-1	2	-	-1
13	86100001	-1	-1	2	-1	2	-	-1
13	86150001	-1	-1	2	-1	2	-	-1
13	86200001	-1	-1	2	-1	2	-	-1
13	86250001	-1	-1	2	-1	2	-	-1
13	86300001	-1	-1	2	-1	2	-	-1
13	86350001	-1	-1	2	-1	2	-	-1
13	86400001	-1	-1	2	-1	2	-	-1
13	86450001	-1	-1	2	-1	2	-	-1
13	86500001	-1	-1	2	-1	2	-	-1
13	86550001	-1	-1	2	-1	2	-	-1
13	86600001	-1	-1	2	-1	2	-	-1
13	86650001	-1	-1	2	-1	2	-	-1
13	86700001	-1	-1	2	-1	2	-	-1
13	86750001	-1	-1	2	-1	2	-	-1
13	86800001	-1	-1	2	-1	2	-	-1
13	86850001	-1	-1	2	-1	2	-	-1
13	86900001	-1	-1	2	-1	2	-	-1
13	86950001	-1	-1	2	-1	2	-	-1
13	87000001	-1	-1	2	-1	2	-	-1
13	87050001	-1	-1	2	-1	2	-	-1
13	87100001	-1	-1	2	-1	2	-	-1
13	87150001	-1	-1	2	-1	2	-	-1
13	87200001	-1	-1	2	-1	2	-	-1
13	87250001	-1	-1	2	-1	2	-	-1
13	87300001	-1	-1	2	-1	2	-	-1
13	87350001	-1	-1	2	-1	2	-	-1
13	87400001	-1	-1	2	-1	2	-	-1
13	87450001	-1	-1	2	-1	2	-	-1
13	87500001	-1	-1	2	-1	2	-	-1
13	87550001	-1	-1	2	-1	2	-	-1
13	87600001	-1	-1	2	-1	2	-	-1
13	87650001	-1	-1	2	-1	2	-	-1
13	87700001	-1	-1	2	-1	2	-	-1
13	87750001	-1	-1	2	-1	2	-	-1
13	87800001	-1	-1	2	-1	2	-	-1
13	87850001	-1	-1	2	-1	2	-	-1
13	87900001	-1	-1	2	-1	2	-	-1
13	87950001	-1	-1	2	-1	2	-	-1
13	88000001	-1	-1	2	-1	2	-	-1
13	88050001	-1	-1	2	-1	2	-	-1
13	88100001	-1	-1	2	-1	2	-	-1
13	88150001	-1	-1	2	-1	2	-	-1
13	88200001	-1	-1	2	-1	2	-	-1
13	88250001	-1	-1	2	-1	2	-	-1
13	88300001	-1	-1	2	-1	2	-	-1
13	88350001	-1	-1	2	-1	2	-	-1
13	88400001	-1	-1	2	-1	2	-	-1
13	88450001	-1	-1	2	-1	2	-	-1
13	88500001	-1	-1	2	-1	2	-	-1
13	88550001	-1	-1	2	-1	2	-	-1
13	88600001	-1	-1	2	-1	2	-	-1
13	88650001	-1	-1	2	-1	2	-	-1
13	88700001	-1	-1	2	-1	2	-	-1
13	88750001	-1	-1	2	-1	2	-	-1
13	88800001	-1	-1	2	-1	2	-	-1
13	88850001	-1	-1	2	-1	2	-	-1
13	88900001	-1	-1	2	-1	2	-	-1
13	88950001	-1	-1	2	-1	2	-	-1
13	89000001	-1	-1	2	-1	2	-	-1
13	89050001	-1	-1	2	-1	2	-	-1
13	89100001	-1	-1	2	-1	2	-	-1
13	89150001	-1	-1	2	-1	2	-	-1
13	89200001	-1	-1	2	-1	2	-	-1
13	89250001	-1	-1	2	-1	2	-	-1
13	89300001	-1	-1	2	-1	2	-	-1
13	89350001	-1	-1	2	-1	2	-	-1
13	89400001	-1	-1	2	-1	2	-	-1
13	89450001	-1	-1	2	-1	2	-	-1
13	89500001	-1	-1	2	-1	2	-	-1
13	89550001	-1	-1	2	-1	2	-	-1
13	89600001	-1	-1	2	-1	2	-	-1
13	89650001	-1	-1	2	-1	2	-	-1
13	89700001	-1	-1	2	-1	2	-	-1
13	89750001	-1	-1	2	-1	2	-	-1
13	89800001	-1	-1	2	-1	2	-	-1
13	89850001	-1	-1	2	-1	2	-	-1
13	89900001	-1	-1	2	-1	2	-	-1
13	89950001	-1	-1	2	-1	2	-	-1
13	90000001	-1	-1	2	-1	2	-	-1
13	90050001	-1	-1	2	-1	2	-	-1
13	90100001	-1	-1	2	-1	2	-	-1
13	90150001	-1	-1	2	-1	2	-	-1
13	90200001	-1	-1	2	-1	2	-	-1
13	90250001	-1	-1	2	-1	2	-	-1
13	90300001	-1	-1	2	-1	2	-	-1
13	90350001	-1	-1	2	-1	2	-	-1
13	90400001	-1	-1	2	-1	2	-	-1
13	90450001	-1	-1	2	-1	2	-	-1
13	90500001	-1	-1	2	-1	2	-	-1
13	90550001	-1	-1	2	-1	2	-	-1
13	90600001	-1	-1	2	-1	2	-	-1
13	90650001	-1	-1	2	-1	2	-	-1
13	90700001	-1	-1	2	-1	2	-	-1
13	90750001	-1	-1	2	-1	2	-	-1
13	90800001	-1	-1	2	-1	2	-	-1
13	90850001	-1	-1	2	-1	2	-	-1
13	90900001	-1	-1	2	-1	2	-	-1
13	90950001	-1	-1	2	-1	2	-	-1
13	91000001	-1	-1	2	-1	2	-	-1
13	91050001	-1	-1	2	-1	2	-	-1
13	91100001	-1	-1	2	-1	2	-	-1
13	91150001	-1	-1	2	-1	2	-	-1
13	91200001	-1	-1	2	-1	2	-	-1
13	91250001	-1	-1	2	-1	2	-	-1
13	91300001	-1	-1	2	-1	2	-	-1
